"","ENPH.Open","ENPH.High","ENPH.Low","ENPH.Close","ENPH.Volume","ENPH.Adjusted"
"525",7.02,7.06,6.8,7,1289000,7
"526",6.87,7.33,6.87,7.3,1842800,7.3
"527",7.3,7.53,7.26,7.32,1471500,7.32
"528",7.32,7.6,7.27,7.48,1814100,7.48
"529",7.4,7.55,7.27,7.44,1095300,7.44
"530",7.55,7.78,7.45,7.73,2439100,7.73
"531",7.9,7.94,7.46,7.6,1902100,7.6
"532",7.65,7.84,7.51,7.68,1192600,7.68
"533",7.63,7.83,7.61,7.66,1088200,7.66
"534",7.72,7.78,7.56,7.65,1298100,7.65
"535",7.57,7.65,7.41,7.56,1608400,7.56
"536",7.49,7.52,7.01,7.23,2484200,7.23
"537",7.26,7.53,7.26,7.37,1245700,7.37
"538",7.42,7.78,7.38,7.78,1611000,7.78
"539",7.82,8.15,7.71,8.06,2175700,8.06
"540",8.01,8.18,7.85,8.09,2395000,8.09
"541",8.4,9.12,8.02,8.87,6182200,8.87
"542",9,9.4,8.77,9.07,3523400,9.07
"543",9.11,9.3,9.03,9.1,4636300,9.1
"544",9.19,9.24,8.65,8.78,4228500,8.78
"545",8.76,8.86,8.31,8.7,2422600,8.7
"546",8.85,9.07,8.2,8.38,2475000,8.38
"547",8.34,8.63,8.24,8.29,2912200,8.29
"548",8.19,8.48,8.03,8.46,1854800,8.46
"549",8.44,8.9,8.43,8.84,2338300,8.84
"550",8.84,9.04,8.78,9,1373900,9
"551",9.05,9.38,9.05,9.36,1758800,9.36
"552",9.35,9.53,9.23,9.38,1860900,9.38
"553",9.4,9.44,9.03,9.05,2248800,9.05
"554",9.18,9.7,9.18,9.67,1495000,9.67
"555",8.86,9.46,8.8,9.2,3672300,9.2
"556",9.14,9.4,9,9.18,1771500,9.18
"557",9.22,9.57,9.15,9.38,1704000,9.38
"558",9.35,9.48,9.04,9.19,1662200,9.19
"559",9.19,9.2,8.61,9.03,2011600,9.03
"560",9.09,9.09,8.57,8.71,2022500,8.71
"561",8.74,8.83,8.57,8.8,1029800,8.8
"562",8.82,9.1,8.76,9.08,1464100,9.08
"563",9.17,9.4,9.15,9.23,1841300,9.23
"564",9.15,9.32,9.06,9.26,2439300,9.26
"565",9.27,9.42,9.16,9.35,1148500,9.35
"566",9.4,9.79,9.4,9.69,2387000,9.69
"567",9.6,9.74,9.47,9.52,1188700,9.52
"568",9.53,9.98,9.53,9.84,2576400,9.84
"569",10,10.25,9.97,10.24,2293000,10.24
"570",10.24,10.36,10,10.03,1900800,10.03
"571",10.01,10.3,10.01,10.15,1761900,10.15
"572",10.18,10.18,9.76,9.8,1861600,9.8
"573",9.93,10.09,9.85,9.93,1163100,9.93
"574",9.99,10.18,9.41,9.59,2116600,9.59
"575",9.62,9.76,9.56,9.66,1174900,9.66
"576",9.75,9.78,9.61,9.73,898300,9.73
"577",9.73,9.84,9.39,9.45,1186800,9.45
"578",9.43,9.44,9.15,9.28,1438100,9.28
"579",9.32,9.86,9.23,9.75,2711600,9.75
"580",9.78,10,9.64,9.83,1299200,9.83
"581",9.85,9.99,9.76,9.91,1144900,9.91
"582",9.92,10.47,9.9,10.43,4421400,10.43
"583",10.38,10.49,10.2,10.21,2043500,10.21
"584",10.29,10.29,9.8,10.04,2668000,10.04
"585",12.3,13.2,12,12.98,15852500,12.98
"586",12.4,13.04,12.36,12.93,3634000,12.93
"587",12.93,13.88,12.93,13.83,4101400,13.83
"588",13.5,13.9,13.43,13.75,2482600,13.75
"589",13.65,14.29,13.65,14.21,3277600,14.21
"590",14.27,14.32,13.55,13.93,2366500,13.93
"591",13.83,13.91,13.19,13.56,2544000,13.56
"592",13.45,14.13,13.42,14.02,2635600,14.02
"593",13.65,13.95,13.27,13.69,2320000,13.69
"594",13.75,14.16,13.75,14.02,2137800,14.02
"595",13.96,14.64,13.93,14.58,2890200,14.58
"596",14.65,14.95,14.2,14.82,2390400,14.82
"597",14.75,14.89,14.41,14.65,1779000,14.65
"598",14.58,14.65,13.85,14.31,2233400,14.31
"599",14.4,15,14.28,14.88,2009700,14.88
"600",14.86,15.25,14.83,15.22,2385300,15.22
"601",15.1,15.15,14.46,14.68,2663200,14.68
"602",14.79,15.4,14.79,15.36,2498100,15.36
"603",15.39,15.94,15.39,15.81,3642100,15.81
"604",15.8,16.290001,15.49,16.290001,2525700,16.290001
"605",15.92,15.99,14.9,15.77,10071800,15.77
"606",15.4,15.4,14.56,15.17,5425100,15.17
"607",15.09,15.77,14.97,15.71,2532800,15.71
"608",15.92,16.290001,15.81,15.97,2758800,15.97
"609",16,16.110001,15.52,15.92,2344900,15.92
"610",15.95,16.059999,15.53,15.68,3333100,15.68
"611",15.71,16.870001,15.71,16.360001,3386500,16.360001
"612",16.780001,16.85,16.1,16.190001,3248600,16.190001
"613",16.41,17.15,16.27,17.07,4033000,17.07
"614",17.219999,17.549999,17.01,17.08,4271700,17.08
"615",17.5,17.68,16.709999,17.51,4329700,17.51
"616",17.41,17.48,17,17.33,2648100,17.33
"617",17.459999,17.790001,17.15,17.75,2866600,17.75
"618",17.950001,19.129999,17.92,18.799999,4731900,18.799999
"619",19.01,19.059999,18,18.629999,4293600,18.629999
"620",18.4,18.74,18.15,18.4,3349300,18.4
"621",18.219999,18.299999,17.629999,17.639999,3101200,17.639999
"622",17.65,18.299999,17.459999,17.49,2626400,17.49
"623",17.42,17.469999,16.15,16.290001,4261500,16.290001
"624",16.4,16.940001,16.32,16.790001,2455500,16.790001
"625",16.91,18.07,16.9,17.92,2712900,17.92
"626",17.959999,18.280001,17.639999,18.23,6928800,18.23
"627",18.799999,18.879999,18.15,18.299999,3406100,18.299999
"628",18.25,18.66,17.959999,18.559999,1980400,18.559999
"629",18.67,19.23,18.67,18.969999,1891200,18.969999
"630",19.01,19.719999,18.559999,19.639999,2474200,19.639999
"631",19.629999,20.18,19.280001,19.969999,3775300,19.969999
"632",20,20.59,19.860001,20.42,3685200,20.42
"633",20.58,20.67,19.09,19.889999,4919000,19.889999
"634",20.01,20.370001,19.219999,19.48,4329700,19.48
"635",19.57,19.93,19.32,19.67,3275500,19.67
"636",19.82,19.9,19.280001,19.66,2478800,19.66
"637",19.719999,20.59,19.52,20.35,3761300,20.35
"638",20.309999,20.540001,20.1,20.190001,2310500,20.190001
"639",20.15,20.77,20.030001,20.66,5942900,20.66
"640",20.719999,21.17,20.58,20.809999,3346100,20.809999
"641",21.030001,21.280001,20.68,21.26,3009900,21.26
"642",21.379999,21.51,19.139999,19.65,5561600,19.65
"643",19.65,20.07,19.360001,20.02,2537400,20.02
"644",20.450001,20.459999,19.719999,19.799999,2602300,19.799999
"645",19.889999,20.84,19.799999,20.799999,3104600,20.799999
"646",21,21.32,20.139999,21.200001,3592800,21.200001
"647",21,21.700001,20.700001,21.65,5147100,21.65
"648",26.309999,28.93,26.290001,28.15,22313400,28.15
"649",28.58,31.17,28.200001,30.1,11806000,30.1
"650",29.49,29.889999,28.35,29.120001,6600300,29.120001
"651",27.799999,28.469999,26.110001,27.450001,6764500,27.450001
"652",28.01,29.540001,28,28.719999,4969500,28.719999
"653",28.77,31.299999,28.26,30.790001,5962200,30.790001
"654",31.07,31.690001,29.809999,31.58,4373000,31.58
"655",31.48,32.799999,30.83,31.85,4300000,31.85
"656",31.07,32.07,30.52,30.9,5011400,30.9
"657",30.690001,32.360001,30.57,32.169998,3310000,32.169998
"658",31.809999,31.950001,29.209999,30.219999,5837000,30.219999
"659",30.629999,30.809999,29.51,29.780001,3478600,29.780001
"660",30.35,32.400002,30.219999,32.029999,5107900,32.029999
"661",32.900002,33.889999,32.5,33.400002,5169100,33.400002
"662",33.25,34.630001,32.639999,33.880001,4133200,33.880001
"663",34.470001,35.09,34.209999,34.830002,3603200,34.830002
"664",34.759998,35.110001,33.18,33.75,4788600,33.75
"665",33.34,34.869999,33.169998,33.400002,3919700,33.400002
"666",33.73,34.639999,33.330002,34.619999,3620800,34.619999
"667",34.880001,35.419998,32.919998,33.049999,5087600,33.049999
"668",32.77,33.900002,32.110001,33.27,4062300,33.27
"669",33.830002,33.990002,29.9,31.15,8505200,31.15
"670",31.620001,31.799999,28.700001,29.67,7036900,29.67
"671",28.790001,29.889999,27.610001,27.700001,6681200,27.700001
"672",27.65,28.139999,26.700001,27.860001,4899900,27.860001
"673",28.6,28.93,24.57,25.290001,10032000,25.290001
"674",25.32,26.219999,24.24,25.4,6979200,25.4
"675",25.27,25.4,23.360001,23.799999,6176600,23.799999
"676",23.09,23.870001,22.610001,23.280001,4718000,23.280001
"677",23.389999,25.09,23.35,24.719999,5771400,24.719999
"678",25.129999,25.4,21.23,22.200001,16805100,22.200001
"679",21.77,22.99,21.540001,22.08,6497700,22.08
"680",23.57,24.92,23.1,23.26,6434600,23.26
"681",23.07,25.469999,22.889999,25.07,6056400,25.07
"682",25.27,25.780001,24.5,25.200001,5241300,25.200001
"683",25.27,27.59,25.27,27.120001,7654300,27.120001
"684",27.35,27.719999,26.07,27.469999,6789200,27.469999
"685",27.190001,27.5,25.639999,27.23,5508600,27.23
"686",27.27,27.450001,24.42,25.02,6400800,25.02
"687",24.709999,25.639999,24.5,25.059999,3196000,25.059999
"688",25.059999,25.5,23.059999,23.190001,4683400,23.190001
"689",23.18,23.4,22.16,22.26,4293300,22.26
"690",22.49,22.74,21.620001,22.23,5048900,22.23
"691",22.07,22.33,21.379999,21.709999,3011700,21.709999
"692",21.27,21.940001,20.23,21.9,4116400,21.9
"693",21.950001,22.48,21.200001,22.42,3407200,22.42
"694",22.83,23.52,22.120001,23.450001,3121000,23.450001
"695",23.67,24.17,22.780001,23.75,3953000,23.75
"696",23.65,24.440001,23.299999,24.25,3099900,24.25
"697",24.389999,24.6,23.120001,24.219999,3453500,24.219999
"698",24.17,25.459999,24,24.530001,3924500,24.530001
"699",24.709999,25.26,23.879999,24.280001,3227400,24.280001
"700",24.360001,25,24.139999,24.75,2102900,24.75
"701",24.65,25.07,23.299999,24.139999,3182900,24.139999
"702",23.91,24.35,23.16,24.17,2166500,24.17
"703",24.290001,25.26,23.75,25.1,2573700,25.1
"704",25,25.889999,24.42,24.75,3124000,24.75
"705",24.9,26.299999,24.68,25.889999,3247400,25.889999
"706",26.049999,26.190001,23.120001,23.709999,6627800,23.709999
"707",23.559999,24.9,23.299999,23.4,4390900,23.4
"708",23.6,23.950001,22.59,23.209999,4809500,23.209999
"709",23.209999,24.73,21.84,24.549999,7283500,24.549999
"710",24.51,26,24.059999,25.440001,5678500,25.440001
"711",25.59,27.610001,24.190001,25.190001,13241100,25.190001
"712",21.690001,22,18.59,18.76,27217200,18.76
"713",19.450001,19.950001,18.68,19.43,9056000,19.43
"714",19.43,19.530001,18.59,18.83,6991100,18.83
"715",18.92,19.129999,17.18,17.950001,11757200,17.950001
"716",17.549999,18.75,17.299999,18.59,5515900,18.59
"717",18.540001,19.18,17.870001,18.200001,4769700,18.200001
"718",18.32,18.77,17.709999,18,3702600,18
"719",17.959999,18.49,17.870001,18.440001,2751900,18.440001
"720",18.4,19.26,18.27,18.74,3844300,18.74
"721",18.870001,19.57,18.809999,19.120001,3486500,19.120001
"722",19.01,19.1,18.24,18.93,3530500,18.93
"723",18.879999,19.040001,18.08,18.99,2777000,18.99
"724",18.629999,19.68,18.35,19.32,3795100,19.32
"725",19.969999,20,18.469999,18.610001,6072900,18.610001
"726",18.75,19.360001,18.219999,19.190001,4716400,19.190001
"727",19.049999,19.58,18.02,18.120001,5387100,18.120001
"728",18.25,18.83,17.6,18.82,5535400,18.82
"729",18.959999,19.5,18.280001,19.370001,5048500,19.370001
"730",19.309999,21.209999,19.25,21.15,8306400,21.15
"731",21.17,21.82,20.77,21.51,4130000,21.51
"732",21.450001,23.09,21.309999,23.040001,6322200,23.040001
"733",23.040001,23.379999,21.370001,21.870001,4225900,21.870001
"734",21.870001,22.34,21.08,22.07,4396000,22.07
"735",22.559999,24.139999,22.33,23.74,9653600,23.74
"736",23.93,24.709999,23.290001,24.27,5584700,24.27
"737",24.309999,24.58,22.82,23.370001,5528600,23.370001
"738",23.459999,24.17,23.02,24.110001,3876400,24.110001
"739",24.15,24.559999,23.67,24.040001,3889800,24.040001
"740",23.98,24.309999,23.27,24.02,5230100,24.02
"741",24.120001,24.77,23.93,24.209999,4647900,24.209999
"742",24.299999,25.290001,23.65,23.68,6146400,23.68
"743",23.9,25.5,23.9,24.620001,6523400,24.620001
"744",25,25.950001,24.530001,25.76,6116700,25.76
"745",25.74,26.129999,25.450001,25.85,4908700,25.85
"746",25.969999,26.5,24.889999,25.74,4578500,25.74
"747",25.799999,26.629999,25.799999,25.959999,5698900,25.959999
"748",26.049999,26.43,25.59,25.940001,4582400,25.940001
"749",25.950001,27.030001,25.85,26.809999,4861800,26.809999
"750",26.889999,27.17,26.59,27.02,1922600,27.02
"751",27.16,27.59,26.58,27.34,3878800,27.34
"752",27.35,27.49,26.540001,26.76,2809900,26.76
"753",26.709999,26.85,25.23,25.370001,4306500,25.370001
"754",25.16,26.190001,24.75,26.129999,3590100,26.129999
"755",26.370001,29.35,26.040001,29.34,7775400,29.34
"756",28.790001,29.73,28.379999,29.290001,4811000,29.290001
"757",29.049999,29.66,27.83,29.66,4628800,29.66
"758",29.82,30.200001,28.66,29.99,5363100,29.99
"759",29.68,31.5,29.440001,31,5446100,31
"760",31.620001,32.369999,30.959999,31.59,6544400,31.59
"761",31.559999,32,30.370001,30.67,5649800,30.67
"762",30.940001,31.889999,30.530001,30.790001,12390300,30.790001
"763",30.91,30.940001,29.540001,30.200001,6406600,30.200001
"764",29.98,30.370001,29.16,30.16,4242300,30.16
"765",30.15,30.91,30.129999,30.83,3211500,30.83
"766",30.969999,31.85,30.73,31.5,3807300,31.5
"767",31.610001,31.690001,30.629999,31.26,3336500,31.26
"768",31.5,32.299999,31.34,31.620001,3614200,31.620001
"769",31.59,32.400002,30.91,32.07,2683900,32.07
"770",32.290001,33.279999,31.950001,32.700001,5103200,32.700001
"771",31.559999,31.639999,29.43,29.950001,6828800,29.950001
"772",30.610001,32.34,30.059999,32.240002,4240600,32.240002
"773",32.57,33.080002,31.700001,32.560001,4337500,32.560001
"774",31.99,33.84,31.67,33.490002,4293700,33.490002
"775",33.349998,33.43,31.25,31.52,5097900,31.52
"776",31.690001,33.23,31.58,32.919998,5511300,32.919998
"777",33.799999,36.939999,33.23,36.900002,9833900,36.900002
"778",37.68,38.009998,35.299999,36.91,6721800,36.91
"779",37.099998,38.650002,36.400002,38.389999,5825400,38.389999
"780",38,38.880001,37.689999,38.049999,4405000,38.049999
"781",37.869999,38.639999,37.799999,38.610001,4552900,38.610001
"782",39.259998,40.25,38.700001,39.66,5554200,39.66
"783",40.049999,41.52,39.77,41.5,5716200,41.5
"784",40.049999,41.59,39.119999,41.34,6964100,41.34
"785",41.150002,42.389999,40.98,41.09,4912500,41.09
"786",40.380001,41.290001,39.75,40.169998,7277700,40.169998
"787",47.509998,57.57,47.299999,57.220001,35435600,57.220001
"788",56.470001,58.950001,54.139999,58.740002,21837400,58.740002
"789",57.799999,59.150002,56.740002,59.09,7605600,59.09
"790",54.59,58.75,54,55.259998,9342100,55.259998
"791",57,57.009998,50.110001,50.900002,11328800,50.900002
"792",49.27,53.799999,48.790001,51.869999,8123900,51.869999
"793",48.810001,51.25,45.990002,48.759998,9360200,48.759998
"794",45.610001,50.220001,45.560001,48.970001,7388200,48.970001
"795",50.459999,52.52,48.150002,51.400002,7152600,51.400002
"796",52.41,54.639999,51.099998,52.369999,6930800,52.369999
"797",52.310001,54,51.509998,53.470001,6578800,53.470001
"798",52.540001,59,51.77,56.689999,8225300,56.689999
"799",55.34,57.32,51.439999,53.049999,6601300,53.049999
"800",45.77,48.470001,42,43.380001,7804100,43.380001
"801",47.16,47.82,43.470001,45.59,5291600,45.59
"802",44.119999,45.259998,39.650002,41.73,5504300,41.73
"803",34.400002,37.389999,33,33.02,9793500,33.02
"804",36.25,37.299999,31.559999,32.860001,7449700,32.860001
"805",27.57,31.92,23.700001,27.450001,8283600,27.450001
"806",28.07,31.65,26,29.280001,6855200,29.280001
"807",26.5,28.75,22.48,23.99,8524800,23.99
"808",24,27.219999,21.49,26.25,7231500,26.25
"809",27.68,31.469999,26,26,9510700,26
"810",26.360001,28,23.4,27.51,5999200,27.51
"811",30.84,35.259998,30.799999,34.34,7685500,34.34
"812",36.919998,40.720001,34.5,36.810001,9277000,36.810001
"813",37.650002,40.529999,34.580002,36.130001,6265700,36.130001
"814",34.049999,34.5,31.27,32.380001,5179200,32.380001
"815",32.759998,33,30.75,32,3892400,32
"816",32.849998,34.869999,31.809999,32.290001,4890800,32.290001
"817",29.940001,31.48,29.110001,29.77,3839400,29.77
"818",29.5,31.57,28.77,29.92,3610600,29.92
"819",29.85,30.440001,27.549999,28.690001,3557900,28.690001
"820",30.809999,34.23,30.610001,34.049999,4792800,34.049999
"821",37.810001,38.380001,34.419998,35.040001,4847000,35.040001
"822",36.25,38.419998,34.860001,37.93,6193900,37.93
"823",39.09,41.75,36.529999,38.060001,6161800,38.060001
"824",38.240002,38.43,36.080002,37.779999,3081400,37.779999
"825",39.57,41.799999,39.52,41.400002,4678900,41.400002
"826",39.299999,40.060001,38.299999,39.610001,3543100,39.610001
"827",40.009998,40.299999,37.889999,38.790001,4339000,38.790001
"828",40.830002,41.049999,38.700001,38.959999,4873300,38.959999
"829",38,40.549999,37.799999,39.009998,3472100,39.009998
"830",38.009998,38.889999,34.34,35.509998,6950500,35.509998
"831",37.380001,38.650002,37,38.240002,2794800,38.240002
"832",38.439999,40.700001,38.23,39.48,3512900,39.48
"833",39.41,40,37.080002,37.73,3768400,37.73
"834",38.209999,38.52,36.91,37.209999,5050800,37.209999
"835",39.73,44.419998,38.91,43,11042300,43
"836",44.529999,49.279999,44.080002,48.990002,9245100,48.990002
"837",47.509998,48.759998,45.540001,46.830002,18043400,46.830002
"838",45.130001,46.48,41.759998,43.25,6139700,43.25
"839",41.75,44.150002,41.57,43.98,3294500,43.98
"840",46.330002,46.5,43.790001,44.369999,5430100,44.369999
"841",47,53.529999,46.5,52.68,11216000,52.68
"842",52.560001,55.880001,50.560001,54.490002,8119600,54.490002
"843",55.740002,57.84,54.369999,57.279999,4513700,57.279999
"844",56.669998,59.98,55.849998,59.580002,4851300,59.580002
"845",60.43,63.799999,59.099998,59.27,7032000,59.27
"846",58.77,62.049999,54.610001,57.470001,7477800,57.470001
"847",55.150002,57.799999,54.25,56.98,4913900,56.98
"848",56.490002,58.48,55.360001,58.380001,4691500,58.380001
"849",61,64.5,60.580002,64.419998,6479800,64.419998
"850",64.800003,70.360001,64.800003,67.040001,6944600,67.040001
"851",69.25,69.400002,62.34,64.169998,8025500,64.169998
"852",61,61.700001,57.52,59.93,8424900,59.93
"853",60.84,61.490002,55.799999,56.419998,6710500,56.419998
"854",59.830002,61.16,58.049999,58.43,5301300,58.43
"855",59.75,59.75,52.5,57.860001,5874400,57.860001
"856",57,60.169998,55.209999,55.799999,4159300,55.799999
"857",55.740002,58.540001,55.310001,58.189999,3776300,58.189999
"858",58.18,60.580002,57.630001,59.68,3487100,59.68
"859",59.799999,60,56.25,56.950001,4196200,56.950001
"860",57.139999,57.189999,52.66,53.32,6436100,53.32
"861",53.299999,54.060001,50.509998,51.639999,5493400,51.639999
"862",53.110001,55.849998,51.490002,54.59,5897600,54.59
"863",55.360001,55.5,52.02,52.900002,3501200,52.900002
"864",52.220001,53.540001,51.5,51.580002,3147900,51.580002
"865",52.5,52.509998,47.84,49.349998,10607700,49.349998
"866",45.990002,49.41,45.419998,47.66,6067400,47.66
"867",50,50.16,46.849998,48.630001,4586800,48.630001
"868",47.529999,51.200001,46.759998,50.450001,5153200,50.450001
"869",52.369999,55.02,51.369999,52.759998,8649600,52.759998
"870",52.150002,52.23,37.810001,39.040001,55172900,39.040001
"871",43.290001,47.189999,43.279999,45.720001,30687900,45.720001
"872",46.810001,49.669998,45.93,46.720001,16133800,46.720001
"873",46.77,47.349998,44.919998,45.560001,5867600,45.560001
"874",46.240002,46.939999,44.959999,45.490002,3879100,45.490002
"875",45,47.139999,44.450001,46.68,6945000,46.68
"876",45.84,46.029999,43.419998,45.799999,6620500,45.799999
"877",45.880001,46.68,44.139999,45.299999,13892900,45.299999
"878",46.009998,47.900002,45.209999,47.450001,3467500,47.450001
"879",47.68,48.48,46.93,47.57,2940200,47.57
"880",47.529999,49.93,46.610001,49.060001,3227600,49.060001
"881",49.610001,51.540001,48.220001,48.860001,3812500,48.860001
"882",49.700001,50.720001,49.150002,50.16,3395100,50.16
"883",49.799999,51.470001,49.25,50.639999,2376100,50.639999
"884",51.02,55.220001,50.98,54.93,4305800,54.93
"885",55.84,56.5,52.830002,55.790001,3176700,55.790001
"886",54.830002,55.709999,54.099998,55.43,2357700,55.43
"887",56.25,58.060001,52.119999,52.32,4159800,52.32
"888",52.799999,55.990002,51.330002,55.880001,4188400,55.880001
"889",57.009998,58.18,55.349998,57.950001,3938400,57.950001
"890",57.209999,58.25,56.389999,57.740002,2990200,57.740002
"891",58,59.75,57.740002,59.310001,3150100,59.310001
"892",59.900002,64.059998,59.75,63.540001,3631800,63.540001
"893",64.059998,64.699997,59.68,61.099998,4300300,61.099998
"894",61.189999,63.490002,60.959999,62.080002,2719500,62.080002
"895",62.459999,65.43,60.299999,61.669998,3993900,61.669998
"896",60.380001,60.5,56.279999,59.650002,3511200,59.650002
"897",61.009998,62.93,60.349998,62.220001,3498100,62.220001
"898",61.84,61.84,57.049999,57.23,3648500,57.23
"899",58.02,60.360001,57.709999,59.119999,3079800,59.119999
"900",58.139999,59.25,57.599998,59.139999,1399100,59.139999
"901",59.720001,60.400002,58.59,60.360001,2454400,60.360001
"902",60.889999,61.93,59.119999,61.209999,3000200,61.209999
"903",64.830002,70.150002,64.400002,68.949997,9014900,68.949997
"904",68.989998,75.980003,67.599998,74.989998,8597000,74.989998
"905",75.300003,76.75,71.099998,71.370003,5019900,71.370003
"906",72.300003,75.830002,71.110001,72.839996,3723200,72.839996
"907",72.800003,74.389999,70.349998,71.839996,5581300,71.839996
"908",71.739998,71.809998,67.059998,67.300003,3495200,67.300003
"909",68.68,71.779999,67.57,71.190002,2644500,71.190002
"910",70.910004,76.489998,70.260002,74.879997,3322100,74.879997
"911",75.620003,76.690002,72.809998,73.160004,2367000,73.160004
"912",74.339996,76.389999,73.730003,75.059998,2016400,75.059998
"913",75.239998,77.730003,72.529999,75.160004,2052600,75.160004
"914",75.099998,77.300003,74.989998,75.489998,1935900,75.489998
"915",75.089996,75.220001,72.199997,73.089996,1876200,73.089996
"916",73.279999,74.800003,72.809998,73.139999,1560000,73.139999
"917",73.790001,75.650002,72.230003,73.360001,1472400,73.360001
"918",73.300003,76.610001,72.5,75.93,2282600,75.93
"919",76.660004,78.529999,74.400002,75.239998,1838800,75.239998
"920",76.5,76.5,72.019997,73.440002,4370700,73.440002
"921",74.139999,78.529999,73.540001,76.040001,3301400,76.040001
"922",76.68,79.529999,75.800003,77.230003,2767300,77.230003
"923",77.470001,79.519997,77.099998,78.709999,2159900,78.709999
"924",80,80.470001,75.089996,77.019997,2607900,77.019997
"925",75.239998,75.480003,65.129997,67.800003,5850700,67.800003
"926",67.129997,68.669998,58.669998,66.160004,5516400,66.160004
"927",62.029999,67.339996,60.169998,65.050003,3879300,65.050003
"928",67.010002,69.559998,64.870003,67.709999,3435500,67.709999
"929",67.93,70.089996,66,66.099998,2787000,66.099998
"930",67.779999,68.099998,64.199997,65.099998,2584800,65.099998
"931",67.169998,69.779999,66.309998,69.489998,2548000,69.489998
"932",71.010002,73.029999,70.440002,72.160004,2868200,72.160004
"933",72.599998,76.400002,72.550003,72.830002,2966300,72.830002
"934",69.769997,70.190002,65.889999,66.870003,3318700,66.870003
"935",67.720001,69.860001,65.419998,68.269997,12892600,68.269997
"936",65.510002,70.82,65.410004,70.720001,3082400,70.720001
"937",71,72.32,67.489998,72.230003,3109300,72.230003
"938",71.849998,74.760002,69.440002,70.269997,2796900,70.269997
"939",69.32,70.980003,67.529999,69.410004,2064700,69.410004
"940",69.790001,73.900002,69.550003,73.620003,2386800,73.620003
"941",75.139999,79.730003,74.699997,78.139999,3455600,78.139999
"942",78.199997,83.370003,78.199997,80.800003,4215100,80.800003
"943",81.370003,84.720001,81.269997,82.589996,3352600,82.589996
"944",85.559998,89.519997,84.410004,89.510002,4046300,89.510002
"945",85.610001,92.57,85.160004,90.43,4115800,90.43
"946",93,98.419998,92.900002,98.050003,4212200,98.050003
"947",98.059998,100.279999,95.059998,98.57,5770000,98.57
"948",101.5,108.75,100.459999,107.82,4977900,107.82
"949",109.599998,109.800003,102.559998,105.5,6016600,105.5
"950",107.18,111.269997,105.290001,109.18,2955300,109.18
"951",110.400002,110.410004,101.519997,104.43,4176600,104.43
"952",103.110001,107.440002,102.75,106.650002,2872300,106.650002
"953",108.43,111.099998,107.059998,108.970001,3036700,108.970001
"954",107.25,111.589996,105.199997,110.709999,2383400,110.709999
"955",112.75,114.300003,108.760002,110.839996,3850400,110.839996
"956",111.489998,118.050003,110.830002,114.690002,3303900,114.690002
"957",114.879997,118.050003,112.330002,116.139999,2895200,116.139999
"958",116.900002,118.940002,100.400002,101.529999,5484400,101.529999
"959",102.260002,104.019997,92.139999,103.459999,7404300,103.459999
"960",106.349998,109.220001,100.699997,103.330002,3367100,103.330002
"961",98.559998,104.290001,97.5,103.669998,2958400,103.669998
"962",103.370003,104.43,97.309998,98.629997,3572400,98.629997
"963",97.290001,105.870003,95.760002,102.809998,5804700,102.809998
"964",103.290001,105.529999,100.870003,102.510002,1968600,102.510002
"965",100.989998,102.120003,93.529999,98.089996,3046800,98.089996
"966",99.010002,106.040001,99,103.830002,3316500,103.830002
"967",100.559998,107.379997,100.239998,104.75,3503400,104.75
"968",99.330002,106.360001,93.489998,106.190002,5388600,106.190002
"969",111,123.290001,110.989998,120.260002,4929100,120.260002
"970",123.690002,125.639999,118.660004,122.529999,3382100,122.529999
"971",129.539993,129.610001,116.739998,117.080002,3378900,117.080002
"972",117.269997,117.589996,108.050003,109.389999,3169900,109.389999
"973",113.989998,121.480003,113.989998,120.43,2935900,120.43
"974",119.949997,122.260002,115.830002,117.209999,2059000,117.209999
"975",119.400002,120.360001,115.099998,116.589996,1731800,116.589996
"976",118.209999,123.599998,116.010002,119.93,2173400,119.93
"977",119.57,126.580002,118.650002,125.120003,1861500,125.120003
"978",126.18,127.489998,122.5,124.919998,1920600,124.919998
"979",126.620003,130.949997,125.849998,128.889999,2219200,128.889999
"980",131,133.779999,129.300003,129.589996,2984400,129.589996
"981",132.929993,134.850006,130.449997,134.429993,2604500,134.429993
"982",135.330002,138.699997,130.800003,136.020004,2705400,136.020004
"983",136.210007,141.419998,135.130005,139.070007,2773800,139.070007
"984",142.490005,148.940002,137.770004,140.559998,3654800,140.559998
"985",141.949997,145,133.029999,136.570007,9315400,136.570007
"986",138.649994,139.520004,127.300003,128.850006,3347000,128.850006
"987",127.5,130.440002,121.699997,127.93,2490800,127.93
"988",129.5,133.690002,126.290001,127.669998,1850700,127.669998
"989",130.119995,136.110001,129.229996,130.460007,2413200,130.460007
"990",130.289993,133.199997,127.220001,129.320007,1308600,129.320007
"991",129.979996,135.149994,129.410004,134.740005,1528600,134.740005
"992",136.360001,136.720001,125.870003,127.260002,2184100,127.260002
"993",125.669998,132.220001,125.540001,131.210007,1310500,131.210007
"994",133.380005,144.600006,133,139.910004,3083600,139.910004
"995",143,147.490005,137.75,145.070007,2215700,145.070007
"996",147.399994,161.559998,147.259995,160.460007,4004000,160.460007
"997",159,163.460007,152.529999,163.309998,3213300,163.309998
"998",165.520004,168.179993,159,163.520004,2818500,163.520004
"999",163.690002,169.669998,163.009995,164.410004,3563300,164.410004
