"","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
"325",1079.01001,1082,1070.52002,1075.390015,1556300,1075.390015
"326",1069.02002,1097.51001,1069.02002,1089.449951,1994200,1089.449951
"327",1084.27002,1094.75,1072.099976,1077.319946,2121700,1077.319946
"328",1082.97998,1088,1066.680054,1073.810059,3479500,1073.810059
"329",1059.199951,1064.48999,1012.859985,1022.640015,6411000,1022.640015
"330",1029.75,1036.069946,1017.01001,1022.98999,2893000,1022.98999
"331",1033.219971,1052.02002,1020.450012,1043.310059,2546300,1043.310059
"332",1045.540039,1051.699951,1027.589966,1031.449951,2037300,1031.449951
"333",1034.420044,1038.369995,1018.299988,1018.580017,1724600,1018.580017
"334",1016.299988,1041.72998,1010.609985,1040.75,1766300,1040.75
"335",1034,1043.97998,1023.159973,1026.050049,1734900,1026.050049
"336",1025.369995,1030.689941,1007.890015,1026.300049,1964100,1026.300049
"337",1019.609985,1051.880005,1018.049988,1051,1844600,1051
"338",1053.890015,1065,1050.27002,1059.459961,1720000,1059.459961
"339",1064.619995,1065.22998,1051.640015,1058.589966,1301500,1058.589966
"340",1064.099976,1094,1062.109985,1088.949951,2358000,1088.949951
"341",1095,1109.410034,1093.880005,1105.469971,1820700,1105.469971
"342",1100.410034,1109.01001,1097.219971,1103.380005,1525200,1103.380005
"343",1105.569946,1118.150024,1104.800049,1106.599976,1966900,1106.599976
"344",1096.900024,1099.119995,1078.780029,1084.869995,1786900,1084.869995
"345",1085.089966,1094.380005,1081.630005,1084.089966,1281400,1084.089966
"346",1081.459961,1091,1076.420044,1081.26001,1286900,1081.26001
"347",1066,1073.72998,1064.680054,1069.640015,1774100,1069.640015
"348",1079,1093.300049,1078,1084.01001,1259000,1084.01001
"349",1089.800049,1091.800049,1072.26001,1075.310059,1111300,1075.310059
"350",1070,1088,1066.959961,1085.959961,1187000,1085.959961
"351",1086.900024,1087.119995,1072.300049,1085.449951,1030200,1085.449951
"352",1086.550049,1089.569946,1082.599976,1084.079956,1111200,1084.079956
"353",1076,1081.339966,1063.079956,1068.069946,1803800,1068.069946
"354",1073.47998,1078.98999,1066.550049,1077.469971,1434300,1077.469971
"355",1082,1110,1078,1100,3968400,1100
"356",1112.869995,1138.160034,1112.01001,1135,3160100,1135
"357",1138.5,1157.859985,1137,1153.040039,2237700,1153.040039
"358",1154.660034,1161.099976,1147.459961,1151.02002,1648200,1151.02002
"359",1152.77002,1154.709961,1136.319946,1146.949951,1746700,1146.949951
"360",1144.579956,1145.869995,1126.119995,1134.420044,1805400,1134.420044
"361",1131.209961,1138.780029,1123.22998,1132.709961,1364200,1132.709961
"362",1132.939941,1147.73999,1131.400024,1140.900024,1239800,1140.900024
"363",1141.02002,1148.75,1141.02002,1148.189941,1304600,1148.189941
"364",1152.280029,1155.640015,1143.380005,1144.22998,1715100,1144.22998
"365",1152.209961,1165.98999,1150.599976,1160.109985,1771100,1160.109985
"366",1159.920044,1163.910034,1153.689941,1159.27002,2221900,1159.27002
"367",1152.689941,1184.130005,1151,1183.579956,1651900,1183.579956
"368",1170.109985,1182.810059,1161.609985,1178.689941,2364100,1178.689941
"369",1183.300049,1201.48999,1182.030029,1184.069946,2584300,1184.069946
"370",1185.51001,1190.329956,1163.47998,1169.439941,2248300,1169.439941
"371",1171.48999,1175,1159.650024,1169.290039,1711000,1169.290039
"372",1155,1155.98999,1119.900024,1139.280029,2884100,1139.280029
"373",1144.140015,1146.869995,1129,1132.619995,1734400,1132.619995
"374",1136,1146.209961,1116.699951,1116.939941,1726900,1116.939941
"375",1112.390015,1134,1106.069946,1126.780029,1486300,1126.780029
"376",1132.310059,1141.359985,1127.02002,1129.189941,1578100,1129.189941
"377",1115.349976,1142.98999,1106.599976,1142.109985,1160800,1142.109985
"378",1149.420044,1149.910034,1114.430054,1116.280029,822400,1116.280029
"379",1124.599976,1144.140015,1123.119995,1141.290039,1429700,1141.290039
"380",1141.77002,1156.199951,1137.23999,1155.079956,1091000,1155.079956
"381",1160,1167.930054,1157.22998,1167.280029,1079200,1167.280029
"382",1169.98999,1173.5,1162.560059,1167.140015,1066700,1167.140015
"383",1155.619995,1180.439941,1155.369995,1171.459961,1662600,1171.459961
"384",1174.859985,1201.98999,1173.099976,1201.26001,2207400,1201.26001
"385",1202.800049,1210.439941,1195.290039,1204.420044,1630600,1204.420044
"386",1203.810059,1208.709961,1193.400024,1196.51001,1339200,1196.51001
"387",1182.73999,1218.76001,1182,1213.079956,2008100,1213.079956
"388",1208.530029,1221.589966,1204.560059,1212.910034,1947400,1212.910034
"389",1206.650024,1216.47998,1197.72998,1199.099976,1916900,1199.099976
"390",1199.23999,1210.77002,1196.589966,1197.880005,1896900,1197.880005
"391",1195.660034,1215.099976,1192.01001,1211,3272300,1211
"392",1271,1275,1244.140015,1258.150024,5380000,1258.150024
"393",1252.619995,1278.23999,1249.050049,1275.939941,2555200,1275.939941
"394",1267.180054,1287.400024,1263,1285.5,2734300,1285.5
"395",1289.119995,1291.439941,1244.48999,1252.890015,2418100,1252.890015
"396",1245.050049,1252.890015,1224.170044,1230.040039,2194800,1230.040039
"397",1231.709961,1241.209961,1216.189941,1227.219971,1969100,1227.219971
"398",1239.109985,1245.900024,1224.939941,1232.98999,1849700,1232.98999
"399",1218.5,1244.410034,1218.060059,1241.130005,1735200,1241.130005
"400",1245.180054,1246.52002,1229.420044,1238.160034,1063200,1238.160034
"401",1241.609985,1242.459961,1230.530029,1237.670044,1105700,1237.670044
"402",1252.01001,1266.079956,1251.800049,1255.839966,2125300,1255.839966
"403",1256.719971,1271.719971,1252.119995,1261.329956,1717200,1261.329956
"404",1262.72998,1271.959961,1260.099976,1264.459961,1366300,1264.459961
"405",1259.180054,1261.199951,1247.160034,1252.51001,1330100,1252.51001
"406",1251.199951,1265.969971,1247.030029,1248.640015,1375000,1248.640015
"407",1252.5,1260.589966,1239.540039,1258.140015,1404000,1258.140015
"408",1244.280029,1251.97998,1226.23999,1232.219971,1852600,1232.219971
"409",1241.98999,1243.699951,1219.630005,1224.060059,1608800,1224.060059
"410",1222.040039,1226.949951,1204,1215.849976,1654600,1215.849976
"411",1220.660034,1225.910034,1208.699951,1221.949951,1110900,1221.949951
"412",1223.02002,1232.76001,1215.030029,1217.410034,1154100,1217.410034
"413",1214.219971,1226.530029,1213.219971,1221.75,1114800,1221.75
"414",1219.880005,1235.170044,1219.349976,1221.160034,1233300,1221.160034
"415",1226,1237.400024,1221.420044,1236.75,1222700,1236.75
